id,content,nickname,score,days,creationTime,productColor,productSize
14037211786,"1 ?摄像头也太大了吧，在屏幕上是那么碍眼
2 侧边有些许缝隙，不知道防水效果咋样
3 背部易沾染指纹
4 语音识别貌似不够灵敏，比siri反应慢",j***6,1,10,2020-04-15 15:08:07,零度白,8GB+256GB
14028407970,京东白条让我感受到了，霸王条款，这个玩意儿必须每月还提前还手续费全都先算进去了。算起来年利率将近15个点，而且是提前还款也不打折。我就想这个手续费提成给谁了。,jd_188880jik,1,2,2020-04-13 10:48:09,亮黑色,8GB+128GB
14038813537,"外形外观：前面打孔屏，比宣传的丑多了，后边的牌九四周嗝手的很；
拍照效果：开摄像头比我的ACE 还不如，切换的慢，还给我闪退了。。
其他特色：手机重的很，电池不耐用，半天就得一充，看视频网络还不好，缓冲好久。。",l***0,1,5,2020-04-15 22:15:44,亮黑色,8GB+128GB
14029826587,本人第一次购买华为手机  ，没有想到出现了这种问题！  因为一直听说华为手机的性能好，所以选择了今年华为的旗舰机，没有想到玩和平精英屏幕竟然出现了显示问题。不知道是我的这部手机出了问题还是其他原因。反正这次对华为有些失望，本想着以后就用华为了，看来有待考证了！,p***朋,1,5,2020-04-13 16:43:59,冰霜银,8GB+128GB
14019870713,用华为不知道多少个手机了，家人也用华为，p40pro这屏幕什么垃圾东西？这么暗的屏值6000+？滚**，太失望了！！！！,j***6,1,1,2020-04-11 00:08:48,零度白,8GB+256GB
14019055606,"大家帮忙看下你们的手机屏幕会不会这样，照片灯光那里屏幕很多小疙瘩，不知道是贴膜问题还是屏幕问题，请客服给个说明？？
快递盒破损
外形外观：质量有问题",jd_62b0c4cfffe83,1,13,2020-04-10 19:52:19,零度白,8GB+256GB
14029249155,拿到手发现膜没贴好上面一条透明的裂缝，怕万一是屏幕问题，马上申请售后换货了，现在第三天了，新手机还没到，真的不算我矫情，毕竟花了那么多钱，拿到一个不完美的产品(膜没贴好)，换谁心里会舒服？难道要我自己再掏钱买个膜贴上不成？后续再看客服怎么处理吧，图片拍不出来效果，在特定的角度能看到那个膜的问题,某某岩彬,1,3,2020-04-13 14:10:52,深海蓝,8GB+256GB
14015409095,这屏幕。。我吐了 小米都不如 更别说三星苹果  不在意屏幕的可以买  拍照还是黄黄绿绿的  有太大期望的趁早放弃,creepooi,1,11,2020-04-09 20:37:48,零度白,8GB+256GB
14021618814,"屏幕抽奖抽到BOE 周冬雨排列  垃圾屏幕，闪光灯还烧了一个
按键漏胶有灰，这么大的?丸谁买谁知道，丑爆了，拍照偏色红的拍成黄的，50倍拍杀马特。",7***3,1,2,2020-04-11 14:14:53,深海蓝,8GB+256GB
14012693934,配送太差了，没有任何保护，箱子都破了，，海军们估计又要喷我了，说买的是手机不是包装盒，我想说自己买的东西没有好好的保护配送，心理肯定不爽，你们要喷就喷我吧！,小丸子1978,1,13,2020-04-09 08:57:58,冰霜银,8GB+512GB
14015608823,p20的老客户了，昨晚提前预订。下午到家，物流很快。安装软壳的时候发现两边都有不光滑的地方，见图，京东客服说这是防滑的，这也是醉了。有这么差的设计吗？,d***g,1,13,2020-04-09 21:29:07,亮黑色,8GB+256GB
14022604157,开普通模式显示屏泛黄，开艳丽泛白，这代p系屏幕太差，还不如mate30pro效果。拍照效果觉得一般没有明显提升，充电也会发烫，不知道什么原因。出厂屏幕原膜坑坑洼洼的，也是醉了，整体来说用着确实糟心&hellip;只能退货继续用mate30pro了,巨***马,1,15,2020-04-11 18:25:42,零度白,8GB+128GB
14017279643,"屏幕音效：屏幕别对比，一对比，发虚
拍照效果：真的很无语，暗光或者高光模式下拍的照片一言难尽，每次女自动改善画质，改的还不如不改，还不如千元机，还无法关闭（这个并不是AI而是HDR现货）！只能专业模式下才可以！一手王炸打的稀巴烂！
其他特色：这WALN5G信号让人无语！尤其是你收遮挡住机身顶部直接掉wifi格子，同等距离下和其机子信号差不稳定，忽多忽少！
外形外观：银色非常好看！
这是我买到的反差越大的机子！引以为傲的拍照被搞成这样，要想拍好只能专业模式，这么贵的机子就这体验？信号还能相信是系统问题，后期更新解决，这屏幕就等于抽奖，价格和体验不成正比！直接亏本挂出去了！",呆***1,1,14,2020-04-10 12:03:29,冰霜银,8GB+256GB
14015023018,特别不好，一直用苹果，为了支持国货换了小米，现在想试试华为，结果第一个产品就特别让人不满意，屏幕就像是被放在什么地方压过，有一大块凸起的地方，这叫什么品控水平，这么做产品，不用美国人，自己就完蛋了。,jd_960826699,1,1,2020-04-09 18:57:09,亮黑色,8GB+256GB
14017042713,刚收到，京东送货是真快， 第一次给华为差评，好紧张啊，万一告我诽谤送上251套餐怎么办，录像保留证据吧，这么大个企业，竟然是图片仅供参考么，虽然这次下巴比P30Pro小了，但是也是那么明显的啊，我量了下有4mm，宣传图上给人感觉就几乎没有的啊，左右的弧度没P30Pro大了，这点非常好，和我弟的S20比差不多，我不喜欢大弧度的，字都是歪的，非常难受，屏幕和边框的切合度尤其上下较差，不如S20，这应该是做工问题，也可能我个例，不影响使用，另外，听别人说华为海外送手表，我不信，就手贱的去搜了德国***，然后点进去搜了P40，出来第一条就我买的这款，不光送手机，还送耳机，查了下耳机行情目前是750左右，手表是GT2E，报价199欧元，心态崩了呀,祁丰建,1,1,2020-04-10 11:06:19,零度白,8GB+256GB
14016128632,"拍照效果：拍照效果很一般，对比P30让人感觉很失望，尤其重点宣传的夜间拍照更让人失望，聚焦差，照片模糊，差评！
屏幕音效：屏幕发黄，也不知道是不是出厂贴膜导致，对比P30和xs max发黄很明显，差评！
待机时间：待机时间一般，拿到新机后，首先克隆资料，再研究一下功能，从19点用到24点就没电了，充电速度倒是可以",jd_1867957107,1,1,2020-04-10 00:57:05,零度白,8GB+256GB
14023002450,打开你们的京东、~其他应用看看吧，翻车了，品控又差，京东服务服务态度差,UIF大志,1,11,2020-04-11 20:11:03,零度白,8GB+256GB
14024513917,屏幕音效：幕素质肉眼可见的差，亏我还把iphonex卖了来支持国产，实测周冬雨屏，这种同价不同质的抽奖行为根本就是#，我干嘛要花这价钱买个连两年前的苹果都不如的产品。,w***3,1,16,2020-04-12 10:24:35,亮黑色,8GB+128GB
14023446894,购买3天，屏幕显示有明显问题，感觉整体发淡，且不够清晰，进入~页面尤其明显，视频播放色调发白，已联系客服，待后续解决。,jd136915cgz,1,3,2020-04-11 22:11:53,亮黑色,8GB+256GB
14028393964,运行速度：垃圾，~都卡顿严重，用这个抢购都没看到亮灯的机会，只能说垃圾中的战斗鸡外形外观：太丑，还没有30好看待机时间：不够一天用，垃圾拍照效果：没感觉多好屏幕音效：那么回事其他特色：价格贵，欺负国人感情，其他的一塌糊涂,王***善,1,9,2020-04-13 10:45:03,亮黑色,8GB+256GB
14019231351,外形外观：好看屏幕音效：不错拍照效果：NB运行速度：OK待机时间：很长其他特色：听说好评没人看，发个差评来吸睛?随手拍两张，后续有空再追评，反正P系闭着眼睛买就是了，用着挺爽。另外：小米水军就别来酸了，哪天小米能#到也让美国封杀，我就入小米。,saga008jm,1,14,2020-04-10 20:37:59,深海蓝,8GB+256GB
14030464578,拍照效果：50倍变焦只是虚头，对焦慢，或者说对不住焦。浮动漂移厉害，更别说对焦了。10倍以上就模糊了。近距微距还不如几年前千元机努比亚。其他特色：人工#的不行，一个梨识别十几次没一次对的外形外观：外形还可以，镜头不少但是效果没达到运行速度：很快吧，不敢确定。屏幕音效：屏幕触感偏软待机时间：刚入手就赶紧评论，没试续航另外，预定只有黑色想换白色不给换，8号预定，13号到，中间几次联系只给退不给换，不给换颜色。河图是个半成品，只有敦煌和南京南路，要你有何用？？？？？,黯夜无忆,1,14,2020-04-13 19:34:54,亮黑色,8GB+128GB
14027480320,外形外观：药丸真的大，丑死了。四曲面看着挺不错，四个角就显得太突出了，屏幕音效：屏幕素质是真的不行，辣眼运行速度：还行吧，这年头没有卡顿的手机了吧拍照效果：也就那样吧，试了下普通拍照，录像，和超级夜景，普通拍和其他手机差不多，肉眼看不出来太大差别，录像有防抖，也会抖，怎么也拍不出来~上那些几乎不抖的视频。超级夜景太亮了，不好看。其他特色：后盖好像是陶瓷的，指纹粘的到是不多，但是手感一般般，后盖的缝隙也可以插进去纸，后盖和中框衔接处割手，单扬声器，音质一般水平吧，还行。真机比渲染图丑多了，后盖识别度高。老年ui系统真的难看，快改改吧！,Mr衡先生,1,3,2020-04-12 23:54:46,亮黑色,8GB+256GB
14015864589,拍照效果：非常差，新品所讲的功能，一个都没有，什么&ldquo;智能&rdquo;去除反光，去除路人，都是#，一个功能没看到，操作界面和P20的感觉一样，只是部分有所更新，上图证明，操作的界面都不一样其他特色：新版所介绍的功能一个没有，看了新品发布会，再看看送到我手里的P40pro8+256，发布会都是#，虚假宣传，这是我买的最后一个华为，打着爱国的名义，就算你贵点，我也认，最看不起虚假宣传的外形外观：什么四曲满溢屏，和普通的边框没啥区别，产品营销定义的一个花哨的名字而已，我一点都不满意,常***1,1,1,2020-04-09 22:41:57,亮黑色,8GB+256GB
14019807723,"外形外观：挖空太恶心了，受不了啦
屏幕音效：太差了，还不如手机的小厂机型
拍照效果：拍照我觉得好假，，，
运行速度：一般，有卡顿现象
待机时间：续航还不错，华为的优良传统
其他特色：屏幕费眼睛，嗯，看了眼睛不舒服",B***8,1,1,2020-04-10 23:35:57,亮黑色,8GB+256GB
14019055606,"大家帮忙看下你们的手机屏幕会不会这样，照片灯光那里屏幕很多小疙瘩，不知道是贴膜问题还是屏幕问题，请客服给个说明？？
快递盒破损
外形外观：质量有问题",jd_62b0c4cfffe83,1,13,2020-04-10 19:52:19,零度白,8GB+256GB
14017279643,"屏幕音效：屏幕别对比，一对比，发虚
拍照效果：真的很无语，暗光或者高光模式下拍的照片一言难尽，每次女自动改善画质，改的还不如不改，还不如千元机，还无法关闭（这个并不是AI而是HDR现货）！只能专业模式下才可以！一手王炸打的稀巴烂！
其他特色：这WALN5G信号让人无语！尤其是你收遮挡住机身顶部直接掉wifi格子，同等距离下和其机子信号差不稳定，忽多忽少！
外形外观：银色非常好看！
这是我买到的反差越大的机子！引以为傲的拍照被搞成这样，要想拍好只能专业模式，这么贵的机子就这体验？信号还能相信是系统问题，后期更新解决，这屏幕就等于抽奖，价格和体验不成正比！直接亏本挂出去了！",呆***1,1,14,2020-04-10 12:03:29,冰霜银,8GB+256GB
14017042713,刚收到，京东送货是真快， 第一次给华为差评，好紧张啊，万一告我诽谤送上251套餐怎么办，录像保留证据吧，这么大个企业，竟然是图片仅供参考么，虽然这次下巴比P30Pro小了，但是也是那么明显的啊，我量了下有4mm，宣传图上给人感觉就几乎没有的啊，左右的弧度没P30Pro大了，这点非常好，和我弟的S20比差不多，我不喜欢大弧度的，字都是歪的，非常难受，屏幕和边框的切合度尤其上下较差，不如S20，这应该是做工问题，也可能我个例，不影响使用，另外，听别人说华为海外送手表，我不信，就手贱的去搜了德国***，然后点进去搜了P40，出来第一条就我买的这款，不光送手机，还送耳机，查了下耳机行情目前是750左右，手表是GT2E，报价199欧元，心态崩了呀,祁丰建,1,1,2020-04-10 11:06:19,零度白,8GB+256GB
14015864589,拍照效果：非常差，新品所讲的功能，一个都没有，什么&ldquo;智能&rdquo;去除反光，去除路人，都是#，一个功能没看到，操作界面和P20的感觉一样，只是部分有所更新，上图证明，操作的界面都不一样其他特色：新版所介绍的功能一个没有，看了新品发布会，再看看送到我手里的P40pro8+256，发布会都是#，虚假宣传，这是我买的最后一个华为，打着爱国的名义，就算你贵点，我也认，最看不起虚假宣传的外形外观：什么四曲满溢屏，和普通的边框没啥区别，产品营销定义的一个花哨的名字而已，我一点都不满意,常***1,1,1,2020-04-09 22:41:57,亮黑色,8GB+256GB
14015409095,这屏幕。。我吐了 小米都不如 更别说三星苹果  不在意屏幕的可以买  拍照还是黄黄绿绿的  有太大期望的趁早放弃,creepooi,1,11,2020-04-09 20:37:48,零度白,8GB+256GB
14021618814,"屏幕抽奖抽到BOE 周冬雨排列  垃圾屏幕，闪光灯还烧了一个
按键漏胶有灰，这么大的?丸谁买谁知道，丑爆了，拍照偏色红的拍成黄的，50倍拍杀马特。",7***3,1,2,2020-04-11 14:14:53,深海蓝,8GB+256GB
14012693934,配送太差了，没有任何保护，箱子都破了，，海军们估计又要喷我了，说买的是手机不是包装盒，我想说自己买的东西没有好好的保护配送，心理肯定不爽，你们要喷就喷我吧！,小丸子1978,1,13,2020-04-09 08:57:58,冰霜银,8GB+512GB
14029233276,"外形外观：很不错，颜值可以
屏幕音效：屏幕亮度感觉比不上小米10pro
拍照效果：拍照效果没的说，随手就是大片
运行速度：还行，但是偶尔也会卡一下，估计865会好点，追求速度去就是865
待机时间：还可以，用了一下感觉不差
差评的理由是:华为现在也是在耍猴了，支付了100定金，4月8号晚上发布会完了就付了全款，什么优惠都没有，就图第一时间到货，当时页面是显示10号到的，结果客服说要到18号才有货，催了无数次10号晚上才发货，11号晚上才到，体验实在太差了，耽误了本来定好的行程，没有现货你收个毛线的定金，由于现在收货晚了，估计晒单送的礼品也没有了，这个算在谁头上?希望华为不要店大欺客，花了7388支持国产，换来的是这种体验",桂电风云,1,8,2020-04-13 14:06:57,零度白,8GB+512GB
14019807723,"外形外观：挖空太恶心了，受不了啦
屏幕音效：太差了，还不如手机的小厂机型
拍照效果：拍照我觉得好假，，，
运行速度：一般，有卡顿现象
待机时间：续航还不错，华为的优良传统
其他特色：屏幕费眼睛，嗯，看了眼睛不舒服",B***8,1,1,2020-04-10 23:35:57,亮黑色,8GB+256GB
14015023018,特别不好，一直用苹果，为了支持国货换了小米，现在想试试华为，结果第一个产品就特别让人不满意，屏幕就像是被放在什么地方压过，有一大块凸起的地方，这叫什么品控水平，这么做产品，不用美国人，自己就完蛋了。,jd_960826699,1,1,2020-04-09 18:57:09,亮黑色,8GB+256GB
14017042713,刚收到，京东送货是真快， 第一次给华为差评，好紧张啊，万一告我诽谤送上251套餐怎么办，录像保留证据吧，这么大个企业，竟然是图片仅供参考么，虽然这次下巴比P30Pro小了，但是也是那么明显的啊，我量了下有4mm，宣传图上给人感觉就几乎没有的啊，左右的弧度没P30Pro大了，这点非常好，和我弟的S20比差不多，我不喜欢大弧度的，字都是歪的，非常难受，屏幕和边框的切合度尤其上下较差，不如S20，这应该是做工问题，也可能我个例，不影响使用，另外，听别人说华为海外送手表，我不信，就手贱的去搜了德国***，然后点进去搜了P40，出来第一条就我买的这款，不光送手机，还送耳机，查了下耳机行情目前是750左右，手表是GT2E，报价199欧元，心态崩了呀,祁丰建,1,1,2020-04-10 11:06:19,零度白,8GB+256GB
14016128632,"拍照效果：拍照效果很一般，对比P30让人感觉很失望，尤其重点宣传的夜间拍照更让人失望，聚焦差，照片模糊，差评！
屏幕音效：屏幕发黄，也不知道是不是出厂贴膜导致，对比P30和xs max发黄很明显，差评！
待机时间：待机时间一般，拿到新机后，首先克隆资料，再研究一下功能，从19点用到24点就没电了，充电速度倒是可以",jd_1867957107,1,1,2020-04-10 00:57:05,零度白,8GB+256GB
14023397245,"运行速度：慢
拍照效果：一般",x***3,1,2,2020-04-11 21:57:26,亮黑色,8GB+256GB
14016539825,什么赠品都没有 其他地方买看好多赠品的。,n***n,1,14,2020-04-10 08:58:12,深海蓝,8GB+256GB
14016203592,"首先充电不是很快，上手体验也不是很好
运行速度：不是很快",jd_137751qej,1,2,2020-04-10 05:03:55,零度白,8GB+128GB
14014657117,"外形外观：外观丑死了。尤其是边框，缝隙大，
屏幕音效：一般般，比朋友小米10差太多
拍照效果：拍照不错，有点双眼看**的感觉
运行速度：速度一般，还不如朋友的k20pro打游戏舒服
待机时间：待机一般。不怎么耐用。充电慢，无线没有小米10快
其他特色：价格贵，价格贵，屏幕没有小米10看起来舒服。有点双眼看**的感觉。想退货了。买小米10pro去。还能省1500+",习***7,1,13,2020-04-09 17:16:12,冰霜银,8GB+256GB
14013431182,我就想知道差评给不给送手机壳。,b***l,1,1,2020-04-09 11:59:41,零度白,8GB+256GB
