id,content,nickname,score,days,creationTime,productColor,productSize
14024456443,屏幕很多时候点了都没反应是什么情况，再试两天不行退货！,只吃红花的猫,2,13,2020-04-12 10:10:00,零度白,8GB+256GB
14018224954,"东西我还没收到。居然在京东的待收货里面就不显示订单了。
找了京东的客服之后，订单又显示出来了。",jd_635077540,3,4,2020-04-10 16:06:19,亮黑色,8GB+256GB
14026568142,满怀期待，BOE屏幕，哎退了，没激活不害人。,s***y,3,1,2020-04-12 19:22:54,亮黑色,8GB+128GB
14025020821,拍照真的一般 还不如现在用的苹果x 和介绍的差距真的大 申请退货了,冒烟的憨豆,3,2,2020-04-12 12:29:01,亮黑色,8GB+128GB
14029770081,"外形外观：不好看
屏幕音效：屏幕一般
拍照效果：感觉和p30pro区别不大
运行速度：还OK
待机时间：6666",j***o,3,5,2020-04-13 16:28:52,晨曦金,8GB+256GB
14030289988,各位朋友帮我看看，总感觉边缘不舒服，是不是抽到了周冬雨排列啊,j***d,3,5,2020-04-13 18:48:34,晨曦金,8GB+128GB
14036494072,"发热问题:充电十分钟会发热，玩游戏15-20分钟也会发热。
全屏视频显示一半字幕",jd_186109nxg,3,5,2020-04-15 12:05:00,亮黑色,8GB+128GB
14035791129,"外形外观：不错，银色磨砂质感拉满
屏幕音效：气不佳抽到周冬雨，我吐了
拍照效果：不用多说
运行速度：快
待机时间：有待观察",_***_,2,19,2020-04-15 09:11:18,冰霜银,8GB+128GB
14026587386,怎么充电时发烫，充电时没玩。两个手机。之前玩游戏也发烫。新手机开始就这样还是怎么回事。,李亚洲京东,3,14,2020-04-12 19:28:20,亮黑色,8GB+128GB
14018803315,华为不厚道，闹半天欧版比国行还便宜，还得抢评论才能得个破手机壳，有点没意思了,木苝苝,2,14,2020-04-10 18:42:56,零度白,8GB+256GB
14019998883,屏幕音效：单扬声器是最大的缺点。听歌看电影玩游戏的时候，感觉就像1000块钱的手机一样。。。？,j***1,3,2,2020-04-11 03:56:47,深海蓝,8GB+256GB
14017753574,拍照效果：长焦对焦不准，还不停的抖动，架上支架拍照也是一样的。我刚查了，还有人跟我同样的问题。在花粉俱乐部留言反馈也没有回复。查帖子，P30也存在这个问题。拍照好烦躁，都想退机了。,草***2,2,11,2020-04-10 14:02:52,深海蓝,8GB+256GB
14020307295,"外形外观：做工精细，手感不错
屏幕音效：一般般，比起现在其他的安卓旗舰机有明显差距
拍照效果：正常情况下效果非常好，但是居然没有微距模式，这个是我最不能接受的
运行速度：很流畅
待机时间：正常情况一天没问题
其他特色：没有微距模式。
这个级别，这个价位的手机，而且是以拍照成名的P系列最新款，居然没有微距，太不能接受了。p40都有微距，p40pro居然没有，真不知道厂家怎么想的。这次真的是对华为有点失望了。",mglgreen,3,3,2020-04-11 08:49:15,零度白,8GB+256GB
14027558106,"外形外观：挺时尚 手感也挺好
屏幕音效：屏幕比想象的好 音效一般
拍照效果：这是最大的槽点，对比自家m30p和p30p偏色严重，不变焦和变焦都特别黄。夜景模式暗处细节异常的差。本来想当然夜景认为会吊打m10p，这次居然没打过。买华为就是为了拍照最强，现在这拍照白天偏黄导致不通透，晚上夜景细节又不如友商？唯一值得夸奖的是自动模式的夜景和潜望5倍的清晰度。底下比较的并排样片是傍晚5点半拍的可以自己看。
运行速度：速度依旧稳定流畅
待机时间：续航开了5g依旧崩 不过各家都一样",宇飛,2,5,2020-04-13 00:47:28,零度白,8GB+256GB
14015800847,一般般，许多东西不用下载，感觉像旧的，照片是随机器来的。不用下载的,jd_186562nmj,3,1,2020-04-09 22:22:11,亮黑色,8GB+256GB
14020543300,"待机时间：续航感觉够用了，可能是我没开5G，不玩游戏，从早上8点到晚上9点，重度用，还有接近一半的电
外形外观：满溢屏没得说，是满意
拍照效果：拍照是强项，只是可能我不怎么会操作，拍得不是很清晰，尤其拍人，感觉偶尔几张还是模糊
另外不得不说的是，价格确实挺贵，前两台也是华为，但感觉没有前两台划得来。还有刚打听到在实体店预订是有大礼包的，有无线充，自拍杆送～为啥京东啥也没有，感觉又坑又亏～",摘***云,3,15,2020-04-11 09:57:51,零度白,8GB+256GB
14016569153,"外形外观：银色有质感但是大挖孔
拍照效果：拍照给力，毕竟DXO第一
京东配送不行，手机送人的，盒子基本没有保护，盒子有几个角磕碰了，昨天看新闻说欧版开售送无线耳机，送watchGT，合下来比国行便宜好多，心理不爽，这不是割国内韭菜吗，我也大大小小买了7-8万华为产品了，虽然知道华为在欧洲困难，但是也不要这样吧，或者不让新闻报道，大家看不到也就没有不爽了，总体给一个一般吧！",小丸子1978,2,14,2020-04-10 09:06:34,冰霜银,8GB+128GB
14024385140,"外形外观：银色是最漂亮的
屏幕音效：不评价，没有做更多测试
拍照效果：不知道，还没拍手机就出问题了。
运行速度：可以
待机时间：不评价，没充满电使用
首发第一天收到货，第二天拆包装，然后镜头模组就出问题，拍照变焦的时候镜头会疯狂抖动，恢复出厂设置以及升级了系统还是一样的问题。立即给华为售后打了电话问他们是什么问题，但是当地售后告诉我因为是新机器具体原因在电话里面也不好说。然后我直接拨打了华为官方服务热线，华为官方感觉也挺重视的，我邮件给他们发送了视频，他们工程师回复说有可能是镜头模组的原因。好在京东有7天无理由退货，这个手机开机用了不到2小时，我还是选择了退货。华为官方客服态度还真是不错的，让我重新购买，可问题是我现在哪里还买得到银色？没货，没地方重新买。也许这个问题只是个例，但是我还是挺失望的。",樓***賤,2,4,2020-04-12 09:51:30,冰霜银,8GB+256GB
14019928943,"外形外观：外观可能是此款机的亮点，相比上一部mate更适合单手操作。
屏幕音效：音响效果太失望了！
拍照效果：远没发布会吹得厉害！画质色彩很普通。
运行速度：相比上一部mate9没感觉到配置的强大。
待机时间：电池续航差
其他特色：发布会演示拍照路人移除摆弄了一天都没发现。
总而言之，我也算花粉，但此款机与期待差距有点大！",幸福的娜拉,3,2,2020-04-11 00:52:22,亮黑色,8GB+256GB
14033137725,拍照效果：收到， 室内光线下拍照很暗很暗，不如之前的p系列，但是远距离拍照很牛，室外拍照轻微曝光，有点失望。激活了不可以退换货，将就用吧！,y***7,3,2,2020-04-14 14:18:46,零度白,8GB+128GB
14024190456,"刚把苹果换下来，感觉华为这种安卓系的还是有点卡啊，反应有点慢，没习惯过来
待机时间：另外一个弱点就是4200的电池，一个上午就要充电了，差评，应该升级一下电池的，毕竟卖这么贵，差评
拍照效果：拍照是华为唯一的亮点了，其他的真不行",182*****662,3,3,2020-04-12 08:53:28,亮黑色,8GB+256GB
14014624437,哎，才拿到就这么难受，京东越做越差了？越来越不用心了，当真****？先有华为后有天！用用在说吧,_不见长安,3,13,2020-04-09 17:07:43,冰霜银,8GB+512GB
14036445246,"本来想一颗星的，再加一颗给手机！
手机确实挺满意！相比我之前的mate20x速度提升很大。各种满意！
差评理由：
直播秒杀，承诺的几个点，一是现货，二是优先发货，三是一年全换不修！
实际上我十点零八分十几秒下单，拍后提示十八号发货，瞬间懵了。第二天开始找客服，找了很多次，总结起来就是一句话，直播说的话没有文字证据！只能等！可算等到发货了，从深圳发河北用了四五天！
关键还有一点，全换不修现在说保碎屏的也有，说不保碎屏的也有！
对京东的服务真心失望，我估计是第一批Plus会员，第一次心寒！
相信京东相信华为，第一次参加直播秒杀，没想到磨磨唧唧的一周多才到货！！客服各种推脱，看着评价一天比一天多就告诉你拍的晚了，让等！",w***9,2,7,2020-04-15 11:52:26,冰霜银,8GB+256GB
14023963432,不能接受的是这个马达，太软了，嗡嗡嗡，问客服说是Z轴，连一加7T的都跟不上，好失望，这个价格都不上X轴，充电很快，手机有点重,D***y,3,2,2020-04-12 07:02:23,零度白,8GB+256GB
14031619006,"好的不说了，说说缺点
1.和我的mate20pro照相片对比，还不如原来的。而且偏色更黄。
2,手感mate20pro比没啥进步，手机有点太厚了，缺少设计美感",L***0,3,4,2020-04-14 07:13:45,零度白,8GB+256GB
14037034543,哎，本来拿到手机很开心，各方面都很满意，但是华为这个混用屏幕这东西我觉得很不好，尤其是自己拿到的还是最差的那个屏幕，就总觉得花的一样的钱比其他人少了些什么，就觉得很不舒服。很不平衡,-不-良-人_,3,3,2020-04-15 14:21:40,冰霜银,8GB+128GB
14036346343,只有我一人觉得这手机一点不好用么？运行速度一点不快，真的比我现在用的P30pro差远了，而且外观也一般，而且重量也不轻，拍摄效果也没觉得比30pro效果好，我觉得别的都是次要的，关键速度太不成了，新手机就这样，以后不知道会怎么样，连解锁的速度都不成，反正这次真的对华为失望，后悔买了！,y***8,3,19,2020-04-15 11:27:49,零度白,8GB+256GB
14020034977,银色没有了只能选择黑色，从mate20，mate30，30pro，到p40，由备用机转为主力机，感受华为的进步，安卓系统还是有些方面不如ios但已经比多年前改变很多，试用了两天感觉这代p40由于5g功耗或者是电池为4200毫安，个人觉得待机时间不如mate30pro，相机像素和对焦水平超过mate30pro，四曲面屏的手感很好，不知道是个别现象，有时出现触摸不灵的现象！,明明是你566,3,8,2020-04-11 06:09:43,亮黑色,8GB+256GB
14019798367,只能说发布会上说的太浮夸了，实物拿到手拍照和30pro没有任何区别，50倍变焦拍照晃动非常厉害??，和上一代没区别，你们买完看看吧，后悔记得退货，别将就。这几年手机的定价确实很荒唐,6***k,2,2,2020-04-10 23:31:47,亮黑色,8GB+256GB
14016692169,"外形外观：白配黑有点丑，
屏幕音效：现在所有的oled屏幕都有烧屏的感觉，屏幕偏黄，看着很不舒服
拍照效果：放大50倍很模糊，需要支架，晃来晃去拍不清楚，
运行速度：现在16G运行内存的手机都出来了！华为手机还是8G！12G都舍不得用！
待机时间：第一天用还不知道，估计一天两充，
其他特色：华为手机越来越贵，紧跟苹果的潮流",空港黎明,3,14,2020-04-10 09:41:00,零度白,8GB+256GB
14014930899,吹得那么#的相机还是没有苹果好啊,jd_1588815,3,13,2020-04-09 18:31:11,零度白,8GB+512GB
14021464808,耗电太快了，网络加速~，待机什么也没做10个小时就没电了,186*****736_p,2,2,2020-04-11 13:36:54,亮黑色,8GB+256GB
14030165146,拍照效果：整体还不错，问题在白天拍照色彩真实度相差太大，整体泛白，特别是用~拍的时候！效果差的让人震惊！还不如我用了2年的小米6&hellip;冲着拍照去的，结果很让我失望&hellip;所幸拍夜景还行！略微有点后悔！,風韻,3,6,2020-04-13 18:14:00,深海蓝,8GB+256GB
14033251330,外形外观：挖孔屏幕很不好，还是挖了两个孔，左上角摄像头面积太大，画面很多内容被挡住了，比如看视频那部分画面就看不到，或者图片时间被遮挡等屏幕音效：屏幕边缘发绿，贴膜质量不好，稍微碰一下就有气泡产生拍照效果：拍照和上一代产品p30Pro比没有进步反而退步了，拍照近距离拍照很模糊，20CM范围内的东西无法对焦清楚，上一代产品有超级微距功能，这一代却被取消了运行速度：运行速度用王者荣耀测试了一下，打开游戏过程需要15秒，从点击图标到授权成功的时间为15秒，误差不超过1～2秒待机时间：电池太小，耗电太快，重度使用一天需要充3次电，中度使用一天充2次，轻度使用一天充一次电，其他特色：应用分身软件太少了，只有~，小米手机就可以双开几十种常用APP，WiFi断流情况还是比较多的，每天总有几次APP连不上网需要重新退出打开才能使用由于爱国情怀，没有给1星，为了给出客观真实理性的评价，试用过了几天才来评价的，为了这个评价我放弃了前3000名评价送手机壳的机会，希望华为能够超过?，成为世界第一，不断进步挖孔屏仍然处于全屏手机过渡阶段，摄像头和屏幕的取舍未来必定是-翻转折叠摄像头,旺***裹,2,9,2020-04-14 14:49:13,零度白,8GB+512GB
14019089964,用了以后才知道好不好，到时候再评论,弑醉龙颜,2,1,2020-04-10 20:01:31,亮黑色,8GB+256GB
14018812922,还行吧，给三颗星,Samtono_Z,3,9,2020-04-10 18:45:54,亮黑色,8GB+256GB
14018803315,华为不厚道，闹半天欧版比国行还便宜，还得抢评论才能得个破手机壳，有点没意思了,木苝苝,2,14,2020-04-10 18:42:56,零度白,8GB+256GB
14018224954,"东西我还没收到。居然在京东的待收货里面就不显示订单了。
找了京东的客服之后，订单又显示出来了。",jd_635077540,3,4,2020-04-10 16:06:19,亮黑色,8GB+256GB
14017976269,"性价比低，旧cpu, lpddr4X硬伤别解释。周冬雨和钻石排列混用，屏幕上滴几滴水就能鉴别排列。日后体验再评价系统。",老***7,3,2,2020-04-10 15:00:24,零度白,8GB+256GB
14017858499,都预购了还不送点赠品，还不如去实体店买了，亏了。,w***a,3,14,2020-04-10 14:29:39,深海蓝,8GB+256GB
14015800847,一般般，许多东西不用下载，感觉像旧的，照片是随机器来的。不用下载的,jd_186562nmj,3,1,2020-04-09 22:22:11,亮黑色,8GB+256GB
14014930899,吹得那么#的相机还是没有苹果好啊,jd_1588815,3,13,2020-04-09 18:31:11,零度白,8GB+512GB
14014624437,哎，才拿到就这么难受，京东越做越差了？越来越不用心了，当真****？先有华为后有天！用用在说吧,_不见长安,3,13,2020-04-09 17:07:43,冰霜银,8GB+512GB
14015782920,这款手机我等了二十多天，也许是自己对p40期望太高了，买了这款手机总觉得挺不值的，p40p除了像素挺强大以外，其他没有什么亮点了，玩游戏还不如华为mate30，不是专业摄影入手真没有必要,w***T,3,1,2020-04-09 22:16:59,零度白,8GB+256GB
14013861597,"外形外观：外观很亮，上手感觉一级棒
屏幕音效：屏幕四曲面滑起来很有感觉
拍照效果：拍照不说了，就这个手机的买点
运行速度：速度吊打980 没毛病
待机时间：没试过，不评论 试完了再追评
其他特色：比欧版的当前售价贵了600人民币，所以还是在割国内的韭菜，这就很有意思了",谁***神,3,13,2020-04-09 13:47:19,零度白,8GB+128GB
14013136700,手机刚拿到，质量我就不讲了，真大气,jd_千年一梦,3,1,2020-04-09 10:50:05,亮黑色,8GB+256GB
