id,content,nickname,score,days,creationTime,productColor,productSize
14013946162,"外形外观：外观颜色很好，新颜色冰霜银确实很好看，很特别，有质感，最最重要的是丝毫不留指纹啊，太棒了
屏幕音效：屏幕清晰，音效也好，屏幕大小适合操作
拍照效果：拍照白天光线充足时物体效果颜色高度还原，逆光时细节保留到位，华为手机拍照性能真的出色
运行速度：运行速度很快，体验一流
其他特色：手机整体感觉颜值很高，上手体验很好，拍照真的出色，物流也要大大的赞一下啦",-yinyue-,5,13,2020-04-09 14:09:32,冰霜银,8GB+256GB
14015268100,第一次买华为手机。外观漂亮就前脸挖孔屏不理想，屏幕色彩没有三星的鲜艳好看，拍照非常不错，运行速度快，其它待后继使用才知道了。,京***人,5,12,2020-04-09 20:02:20,亮黑色,8GB+256GB
14013297583,"外形外观：外观确实惊艳，尤其是这个冰霜银颜色！非常漂亮！棱角分明，手感圆润！
屏幕音效：屏幕显示效果相当棒！不愧为华为新出的旗舰手机！音效也很好！
拍照效果：拍照效果都不用说，P系列的强项就是拍照！绝对一流！
运行速度：麒麟990运行速度杠杠的！
待机时间：待机时间有待考验，新机应该没问题！
其他特色：昨晚京东王自如主播发布，立马抢了一台，今早就收到！京东自营就是牛啊！第一次用华为手机，希望超出我的预期！",Tony-ma,5,1,2020-04-09 11:26:50,冰霜银,8GB+256GB
14018932194,"第一台华为机子！确实惊艳到我了，成功转为花粉！从发布会开始就非常期待，等了两天没抢到货，终于在今天早上显示抢到零度白！?上午下单，下午就到了，期待机皇的表现！无线快充下步再入手，以为有送壳，只是透明胶壳，有些失望.期待官方可以送些福利的，不过8+256??时下什么软件都非常快，总的感受到了华为的诚意满满！
外形外观：握持非常不错的手感，精致！?
屏幕音效：符合我的期待！双扬声器就更棒了！
运行速度：时下8g运行内存够用了
其他特色：配置5g信号，非常快。
拍照效果：拍照不咋滴的我用了简直像开挂?超美
待机时间：充电飞快，写个评论快充满了?",j***9,5,0,2020-04-10 19:19:23,零度白,8GB+256GB
14016499357,"外形外观：感觉很不错，手感比较好。
屏幕音效：分辨率没有太大改进，音效个人没啥感觉了，有耳机。
拍照效果：拍照效果是真的强大，这个赞一个。
运行速度：还可以，吃鸡什么无明显卡滞。
待机时间：新手机都感觉待机短，以后等正常使用再来追评。
其他特色：颜色确实很漂亮，后面的浴霸也比较明显，不错。",j***e,5,9,2020-04-10 08:44:45,深海蓝,8GB+256GB
14013600354,"银色手感真的很棒，曲面屏弧度也很合理，握着很舒服。而且，很重要的是有实体音量键，mate30pro的音量调节方式超难用，p40终于算是改邪归正了。
总的来说这手机不错，虽然比预估的贵了点但也不算离谱，除了药丸颜值相当高，系统在安卓里面也是第一梯队的稳定。",阳***6,5,13,2020-04-09 12:42:24,冰霜银,8GB+512GB
14014279674,"拍照效果：绝佳，就是奔着拍照来的。
运行速度：非常快，毕竟有麒麟990加持
外形外观：漂亮，四曲面屏手感特别好，6.58寸的手机跟我6.1寸的一加手机一样大。",王小雪要化了,5,10,2020-04-09 15:37:55,深海蓝,8GB+256GB
14025388471,"银色的，真的很漂亮～
拍照很给力，同样50倍变焦，成像比30好不少！
充电头是40W快充，和30一样。
这次感觉能体会到的就是拍照方面的升级了，屏幕好些，其他的
先用段时间，看看效果，然后追评～～～",j***5,5,4,2020-04-12 14:03:35,冰霜银,8GB+128GB
14015898724,"外形外观：冰霜银真的非常漂亮，随着光线都不同不停的变化，够骚。
屏幕音效：一般般，单喇叭。
拍照效果：非常给力前置4K面部绒毛都能拍到。后置50倍混合变焦，超级夜拍非常给力，双重OIS光学防抖，这就是买这手机最主要的原因。
运行速度：990 5G很流畅。
待机时间：才开始用，没有深刻体验。
其他特色：贵，死贵。",大肉板,5,1,2020-04-09 22:53:35,冰霜银,8GB+256GB
14015625343,"外形外观：非常漂亮。亮色适合女性用户
屏幕音效：屏幕舒服。
拍照效果：惊艳，夜景效果太恐怖了。几乎全黑都能拍出照片
运行速度：非常快。
其他特色：京东快递确实快！第二天早上就到",c***4,5,1,2020-04-09 21:33:21,零度白,8GB+256GB
14024792507,"外形外观：非常高大上。
拍照效果：可比单反，尤其夜景。
运行速度：非常流畅，准备换5G套餐试试。
待机时间：正常使用，待机一天没压力。
其他特色：充电很快，一小时可从20%充满。
屏幕音效：高清不费眼，通话语音质量棒棒哒。",关中塬上人,5,16,2020-04-12 11:31:13,亮黑色,8GB+128GB
14016847958,给老公买的，他很喜欢，很满意，他一直用安卓系列，我一直用苹果系列，他对苹果不感冒，这次看了这款手机，我对安卓系列也另眼相看了，下次换华为，拍照功能也不错，发布会当天就买了，而我今天才写评论，希望华为越来越好,部京,5,1,2020-04-10 10:21:00,亮黑色,8GB+256GB
14012782967,"外形外观：曲面屏很好看
屏幕音效：声音大，立体感强
拍照效果：照片效果非常棒
运行速度：相当快
待机时间：应该还不错！毕竟电池容量大",f***7,5,1,2020-04-09 09:22:31,深海蓝,8GB+256GB
14016668222,"外形外观：特别漂亮，华为做手机外观真是一绝
屏幕音效：屏幕观感好，动画流畅
拍照效果：一流效果，很清晰
运行速度：新机速度快，期待能保持两年以上",S***C,5,2,2020-04-10 09:34:14,零度白,8GB+256GB
14018057590,预定早就预定了，四月九日下午付的尾款，四月十号中午就到货了，真的还是比较给力的，运行非常快，目前还不知道其中的功能，待我慢慢摸索。OK，买手机的时候有点不愉快，拿到手机心情一下好了很多。,王闖江湖,5,12,2020-04-10 15:21:52,深海蓝,8GB+256GB
14017616352,"外形外观：外观特别漂亮，老婆说这种颜色叫奶奶灰。莱卡镜头也是特别的出众
拍照效果：拍照效果没得说，就是因为喜欢华为的拍照效果，所以才买的这个手机
运行速度：麒麟990的5G芯片，比我现在用的华为Mate10要快得多了
其他特色：从华为p10 plus，华为p20 pro，华为p30 pro，到今天的华为P40 pro。一直用的是华为系列，感觉都挺好的，在尽可能的情况下支持国产，希望国货能够越做越好吧",大领哥哥,5,14,2020-04-10 13:27:25,冰霜银,8GB+128GB
14017440432,非常时尚，机子也很漂亮，原来想定的是银色的，没货只好选了黑色，好在样子也不差，废话不多说，上图。,j***w,5,14,2020-04-10 12:43:43,亮黑色,8GB+256GB
14013450924,"不得不说京东的速度真的快,晚上抢的早晨就到了,打开后特别惊艳,手机的手握感很好,很适合女生,屏幕效果很棒,还特别试了一下相机效果不错很期待用它来拍照,总体来说没白等这一个月换手机,真的物超所值",Ooxiao辰oO,5,1,2020-04-09 12:04:52,零度白,8GB+128GB
14017147735,期盼已久的华为p40pro手机?，终于到手了，是我最近特别开心的事儿，一直就想买个5G的手机用用，体验一下5G的手机上网速度。外形屏幕真的特别好看，特别的喜欢，拍照效果分辨率上高于某水果呢，还有运行速度待机上都做的相当出色，总之这块机器各方面就用两个字形容就是优秀啦。,长春付先森,5,14,2020-04-10 11:30:55,亮黑色,8GB+256GB
14022473788,很早就预约了，4月8日付尾款，第二天就收到了。等待已久，颜色很漂亮、很喜欢，简约大气，很有质感，曲度很漂亮。照相功能很强大，如果有优惠券就更好了。还有很多功能未开发，支持国货。颜色和质感太喜欢了，屏幕分辨率非常高！,w***9,5,15,2020-04-11 17:52:07,零度白,8GB+256GB
14017917165,"外形外观：买的零度白，这个颜色好看，颜值很高
拍照效果：拍照功能超强，五十度放大
运行速度：运行速度很快，反应很灵敏
屏幕音效：四曲满溢屏，体验效果很好，手机音质不错
待机时间：电池耐用",2***者,5,1,2020-04-10 14:44:51,零度白,8GB+256GB
14017641305,物流超级快，8号晚上下订单，9号早晨就收到手机了！手机速度很快，手感超级棒！反应速度很快（反应比我过去的8p要快），拍照一流（昨天晚上还拍月亮了）,jd_1566274,5,2,2020-04-10 13:34:08,亮黑色,8GB+256GB
14018851295,"外形外观：外形外观不用说了！爱了爱了！特别是屏幕真帅！
屏幕音效：音效也真的很棒！唯一的缺点就是不是双喇叭！
拍照效果：拍照效果不用说了！就是冲这拍照效果好，外观大气上档次买的！
运行速度：很流畅！这配置就不用介绍了，就是棒来形容！
其他特色：外观帅气！最爱的还是屏幕的设计真的越看越爱很上头啊！手感很不错！支持华为！第一次用华为！手机壳和手机膜早就到了就等手机，等了一天今天终于到了哈哈！",j***R,5,5,2020-04-10 18:56:53,亮黑色,8GB+256GB
14017875845,"外形外观：很好看，挖咯虽然丑但是抽的精致
屏幕音效：没试过
拍照效果：肯定杠杠的，这个毋庸置疑
运行速度：很快
待机时间：还没充电
其他特色：屏幕很细腻，看起来很舒服。那在手上的感觉也超级好。
很满意的一次购物，巴黎发布会的那天就预订了。然后9号补的尾款然后今天上午就收到了。",张源思密达_,5,14,2020-04-10 14:34:27,亮黑色,8GB+256GB
14016059228,"外形外观：非常满意，外形很酷炫。
屏幕音效：屏幕很清晰，比我1080p的老手机好多了
拍照效果：都说好，不愧为拍照机皇
运行速度：很流畅，爽多了
待机时间：还没用完电池
其他特色：附带的手机壳不错",随***6,5,14,2020-04-10 00:04:23,零度白,8GB+512GB
14013768644,全家都用的华为，这次是从p20pro过来的，年前给媳妇换了30pro，自己忍不住现在也换了，华为确实不辜负众望，新的一代手感颜值都不错，新功能还在摸索，屏占比，运行速度都不错，像素更不用说，唯独就是挖空屏幕对于电影爱好者不友好，看视频总是缺一块可惜了，总体来说很不错，期待一会40W快充的感觉，都说冰霜银好看，蓝色也不错，套了手机壳，其实都一样，支持华为！支持国产！棒棒哒！,笨笨陌陌123,5,1,2020-04-09 13:23:31,深海蓝,8GB+256GB
14018509105,8号付款，今天到了，玩法现在还在摸索之中，很流畅的，宝贝还可以，客服的服务不错的，发货非常快，快递好好快。有一个透明壳配送。耳机插充电口的，很满意的。,kjy寇,5,14,2020-04-10 17:20:33,零度白,8GB+128GB
14013154945,"这次送货速度真的是太给力了，我以为会起码要等上半个月，结果第二天上午就收到了！！颜色很惊艳，外观大气，越看越爱。拿在手里，很有质感。拍照不得不说，拍出来的照片真的非常艺术感，色彩丰富。夜拍也非常的给力，屏幕曲面屏的手感和视觉上的效果相当高，一体化的屏幕看起来很高档，也不会出现误触的情况，科技感十足。手机电量完全不用担心，非常出色的一款手机。之前的mate9pro用了三年，终于可以退休了，虽然没有任何毛病，到现在一点也不卡，无奈新款太迷惑人，只好让它退居二线了。家里现在统一的都是华为机了，两个mate20pro,一个mate9pro，（mate家族忠粉，哈哈）再**的P40pro，还算是个新成员呢。",原***啊,5,13,2020-04-09 10:54:22,零度白,8GB+256GB
14013586699,京东物流速度一级棒，中午收到手机有点小激动。手机非常有质感，屏幕比现在的P20好很多！音效提高了好几个档次！运行速度很快！,荣俊集团,5,1,2020-04-09 12:39:18,亮黑色,8GB+256GB
14017835386,"比p30p基本一样大小，同样是侧边弧度黑边无什么用。到手的应该是钻石屏，还好还好。后置摄像头鼓出的有段多，没套真的会很危险。刷新率高真的是比之前用的mate10和p30好用的多，看着也很舒服的多。拍照功能强劲，真的赞！今天刚拿到，先评论这些，之后使用中有什么感受再追评。对了，手机真的重啊，拿在手里比mate10和p30p,p30感觉重了很多。真怕我的稳定器撑不住。",t***n,5,2,2020-04-10 14:23:39,晨曦金,8GB+256GB
14024507706,"太喜欢了！之前用的p30，把p30退役给儿子用了！手感超好，比p30沉了好多！真的运行的好快！
值得拥有！",y***8,5,1,2020-04-12 10:22:57,零度白,8GB+256GB
14017711585,简单试用了下，4曲面满溢屏显示效果出色，手感也很好，全面屏手势在曲面上，操作比纯平的手感好很多，出厂已经贴膜，送手机壳、耳机，40W快充充电器，配件齐全，P系是主打拍照功能的，拍照效果出色。,d***i,5,1,2020-04-10 13:52:05,零度白,8GB+128GB
14021674036,"外形外观：非常圆润，满溢屏接近四驱面，很不错了。
屏幕音效：国产京东方，效果接近顶级。只是颗粒感稍微有点严重
拍照效果：不用说肯定是目前最高，DXO评分就能看出来。夜拍、长焦无人能敌。
运行速度：麒麟990处理器简直是国货骄傲，比肩865。
待机时间：正常水平。",b***z,5,3,2020-04-11 14:28:53,晨曦金,8GB+512GB
14018173715,27号就下定了，8号晚就付了尾款，激动的心等了两天终于等到了，一切都非常完美，自己目前用p30pro，这个新手机是给老婆用的，换来她甜蜜的笑容，我觉得值了，我们之间的感情又增进了一步，完美,misu-stran,5,14,2020-04-10 15:52:47,零度白,8GB+256GB
14013545965,早早就付了定金，昨晚10:08立马付尾款，价格合理，手机握感很好，比我原来的p20屏幕大了不少，功能也升级了很多，总的来说比较满意，现在拿着新手机还很兴奋！图片是用原来的的p20拍的，镜头坏了比较模糊，但是p40pro真机是真香,j***I,5,3,2020-04-09 12:29:19,亮黑色,8GB+256GB
14018351699,"外形外观：错   挺漂亮的
屏幕音效：挺好的
拍照效果：特别清楚
运行速度：开机挺快
待机时间：得用一段时间再说
其他特色：个人很喜欢",jd_151280ogg,5,1,2020-04-10 16:39:22,亮黑色,8GB+256GB
14017034478,"外形外观：非常漂亮，圆滑如玉，手感舒适
屏幕音效：屏幕显示惊艳
拍照效果：绝了 手机拍照 华为第一
运行速度：刚刚的
待机时间：刚入手，有待观察",就叫大叔爱,5,1,2020-04-10 11:04:10,亮黑色,8GB+256GB
14013492333,一如既往的惊艳，手感极佳，屏幕清晰，照片真实感好，酷酷的摄像头大气！！！遇见你，刚刚好！,会飞的五花肉80,5,1,2020-04-09 12:15:53,亮黑色,8GB+256GB
14020340972,"外形外观：漂亮
屏幕音效：很好
拍照效果：杠杠的
运行速度：贼快
待机时间：超长
其他特色：都满意，五星好评",f***1,5,5,2020-04-11 09:01:13,亮黑色,8GB+256GB
14014702279,"外形外观：选的白色 炫彩很漂亮 做工精细 质感很好 标配贴膜和软壳 后置摄像头比浴霸好看一些 前置不占地方 屏幕清晰亮彩
运行速度：开机迅速 引导设置 云备份直接设置好软件 期望用一段时间后还能如此的快
拍照效果：拍照效果值得期待 前后都很出色
其他特色：选的256 感觉够用 下单第二天现货到手 赞",j***7,5,13,2020-04-09 17:27:49,零度白,8GB+256GB
14016787024,目前刚拆机，外观很好，功能丰富，相信华为系统调教，用的很舒服，现在用的还是华为p10最低配，三年了除了电池变差了其他没什么影响，继续支持华为,j***i,5,14,2020-04-10 10:06:19,深海蓝,8GB+256GB
14015025567,3月27号就预订了，4月8号10点08分付尾款，9号下午就到了配送站，，等不了自己去取了，全曲面看的效果真的很棒，深海蓝也是我喜欢的颜色，大气上档次！！然后功能方面，稍后用了再来追加！！因为我一直用的是华为手机，品质有保证！！也一直信任京东官方旗舰店！！,无可是私我,5,13,2020-04-09 18:57:50,深海蓝,8GB+256GB
14014498013,国外发布时候就预订了，昨晚国内发布后直接付款了，今天中午就送到了。很喜欢这款海蓝色，到手后拆箱看握感很舒服，四曲面设计很喜欢，下载好自己常用的软件后试了下感觉运行非常流畅，不愧是华为上半年的旗舰产品。心仪华为P系列拍照功能已久，这次上手终于可以好好体验了。开了90HZ体验了一把王者荣耀和和平精英，对比之前的手机确实差距非常大，完全没有卡顿。这次购买真的是物有所值。,枫飞乱,5,13,2020-04-09 16:35:01,深海蓝,8GB+256GB
14018746075,"外形外观：外观比较光滑圆润，手感很好
屏幕音效：屏幕音效还没有太多感受啊，需要进一步使用，但是总体感觉啊，首先感觉还不错
拍照效果：拍照效果肯定很好啦，这是华为的主打
运行速度：运行速度非常流畅，试了一下感觉确实非常棒
待机时间：待机时间现在还不知道，有需要进一步的这个体验吧，感觉待机还可以
其他特色：感觉很精致，就像那个胶囊大家都说很难看，但是感觉呢，没有太大影响，看电影的时候他也是全屏显示那个胶囊基本上是看不到的。头晚下单，第二天到货，京东速度，无敌了！",未来在哪里,5,1,2020-04-10 18:26:17,深海蓝,8GB+256GB
14018329164,很好电池续航，不错运行速度，好真的很棒，物流速度厉害，发货很快，手感很好，颜色百搭，简直很爱很爱很爱。尤其是充电速度，真的快，手机克隆一键搬迁，很快很方便，懒人的福音。一拿到手就升级了系统，牛！科技真的很发达呀愿更新更多的功能喽。其他的功能还没来得及用，慢慢尝试吧，使用方便，效果不错非常喜欢,jd_170916yom,5,14,2020-04-10 16:33:22,亮黑色,8GB+128GB
14024354430,外形外观漂亮，屏幕靓丽漂亮，屏幕刷新率高，看视频听音乐看图看新闻等等，速度更快，音效增强效果不错，还原最真实的声音，无线收音非常不错的创意，对此点赞，拍照效果很好，所有的效果都能使用变焦，1-50倍的变焦，效果很好。系统流畅，指纹识别更好更快，轻点就能。总之就是不错的选择，不错的产品。赞一个。华为加油！中国加油！,H***n,5,3,2020-04-12 09:42:58,深海蓝,8GB+256GB
14017215803,预订的，今天刚刚收到，看着很舒服、很满意！一切功能正在试用中。自带手机克隆软件，很快就可将旧手机信息转移过来。短信验证码自动填写，直接向下进行就可，很方便！其他功能正在试用，相信有更好的体验！,jd_189190vnn,5,13,2020-04-10 11:47:27,亮黑色,8GB+256GB
14013834281,外观非常漂亮，拿在手里的感觉真的好棒 没有一点割手的感觉 拍照真的是强大 变焦的再远都是清晰无比 这个白有点像天空之境 但是又偏淡 四周边框控制的非常到位，强烈建议买pro,jd_136512lrg,5,13,2020-04-09 13:40:34,零度白,8GB+512GB
14018075306,京东服务不错，提供提货码提货，到家后打开手机简单试了一下，颜值确实高，手感很好。随意拍了张远处树叶，确实很清晰，色彩逼真，不愧于拍照手机称号，放置手机卡曹也做了防水处理，送到手机外壳是透明软壳，不影响各颜色手机颜值。,jd407831,5,3,2020-04-10 15:26:28,零度白,8GB+256GB
14015262524,"外形外观：非常炫酷，四面曲屏帅气
屏幕音效：很好
拍照效果：棒棒哒
运行速度：很流畅
待机时间：蛮不错
其他特色：我和媳妇一直用的p20，这一次是给媳妇送的礼物，预售当晚就交了定金，一直等待4月8日22.08可以付尾款，22：10支付了尾款，4月9日早上就已经送到了，非常快，也很喜欢，一直支持华为",forever私爱,5,13,2020-04-09 20:00:48,零度白,8GB+128GB
14021503763,从p20 pro换成p40 pro，相比两年前，华为的产能更加充足，首发就买到了，这次买了两台，一台白色一台蓝色，都很好看。买华为的原因就是因为用习惯了，换机方便，拍照是强项，待机时间长不用频繁充电。真香。。。,TG_yao,5,1,2020-04-11 13:46:25,深海蓝,8GB+256GB
14015448074,时隔多年又一次用上华为，只能说惊艳！四曲面超高逼格，摄像头没的说。麒麟990也是个高性能soc。真的旗舰中的旗舰。新功能慢慢上手体验。目前十分满意。,初雅bb,5,0,2020-04-09 20:47:31,零度白,8GB+256GB
14012996424,"外形外观：比发布会更惊艳，拿到手机很压手，质感很好
屏幕音效：占屏比高于mate30，色彩鲜艳
拍照效果：比起50倍变焦，光学变焦更吸引人
RU
运行速度：软件运行速度没的说",k***e,5,13,2020-04-09 10:17:37,深海蓝,8GB+256GB
14017952284,"今天中午刚拿到手机，很高兴，第一部5G手机。
总结了一下:1.运行非常流畅。  2.拍照很清晰、图像色泽漂亮。 3.声音很好、立体感强。4.曲面屏很好看，靓丽。5.芯片不比骁龙865差，支持华为，支持国产。",现实人生01,5,14,2020-04-10 14:54:05,亮黑色,8GB+256GB
14013819459,"外形外观：设计的，非常精致，非常好看
屏幕音效：音质非常好，屏幕看的很爽，刚才打，了，一局王者，感觉非常爽 。屏幕高刷新率90赫兹
感觉非常爽
拍照效果：拍照，像素非常好，非常棒
运行速度：统 非常的流畅，
待机时间：用一天，是没问题的。
其他特色：颜色非常好看，我喜欢。",奋***代,5,2,2020-04-09 13:36:43,零度白,8GB+256GB
14012812603,"第一时间收到手机效果非常惊艳的，来一首非常喜欢可以速度一流，操作系统灵活，关键是照相功能强大，值得推荐，性能强大。
外形外观：漂亮。
屏幕音效：完美。
拍照效果：一流。
运行速度：惊人。
待机时间：满意。
其他特色：拍照手机的精品。",l***l,5,11,2020-04-09 09:30:32,零度白,8GB+256GB
14018949147,首发预订就开始预订了，到了8号晚上十点零八分就付尾款。付完尾款第二天零晨就开始安排，发货速度特别快，京东快递还是值得信任。今天一到货就立马赶去取。手机外观设计太漂亮了，特别是这款银色，确实惊艳，配置8+256G杆杆的。用着非常满意。爱了爱了。支持，支持。,京东购机达人,5,14,2020-04-10 19:24:07,冰霜银,8GB+256GB
14015716276,"等了好多天，终于拿到机子了～打开盒子的那一瞬间就觉得这么多天的等待真是&hellip;值了～
机子的屏幕是满溢屏，那个大呀，看的可真舒服～速度流畅，快的像闪电～拍照的清晰度就更没的话说了，太清晰了～
总之，这个手机只能用一个词形容：那就是&hellip;完美～",c***i,5,12,2020-04-09 21:57:58,深海蓝,8GB+256GB
14018733230,"外形外观：外形很漂亮，看起来非常有质感，手感好
拍照效果：拍照真的很强大，名不虚传
运行速度：运行速度很快，完全不会卡
待机时间：待机时间由于刚到手还有待观察",绝色小蝌蚪,5,1,2020-04-10 18:22:29,亮黑色,8GB+256GB
14019453205,"外形外观：非常好看
屏幕音效：音效非常好
拍照效果：一个字：牛
运行速度：很快
待机时间：暂时未知
其他特色：充电特别快",飞***1,5,14,2020-04-10 21:37:02,零度白,8GB+256GB
14015095149,"外形外观：外观惊艳，零度白，透着彩色，老婆爱不释手，不沾指纹，曲面效果脑满意。已经贴好膜了，送了一个透明壳
屏幕音效：屏细腻，安卓10.0
拍照效果：还没试，再追加
运行速度：超快，旧手机64g容量，手机克隆用了不超过5分钟
其他特色：中框的银色感觉不上档次",h***5,5,13,2020-04-09 19:17:26,零度白,8GB+256GB
